title,content,score,score2,score3,score4,score5
"MS, 기업 IT자산 애저로 무료 이전","한국마이크로소프트(MS)는 국내 애저 데이터센터 개관을 기념해 다음달 말까지 기업을 대상으로 오픈소스 기반의 IT 자산을 애저로 무료 마이그레이션 하는 프로모션을 한다고 8일 밝혔다. 이번 행사는 자체 서버를 운영하거나 타 클라우드 환경에서 리눅스 기반의 오픈소스 IT자산을 운용하고 있는 기업이 대상이다. 신청고객은 150만원 상당의 리눅스 기반의 가상머신(VM) 워크로드를 MS 애저로 마이그레이션할 수 있다. IT자산을 애저로 이전할 경우 국내 SW기업인 ISA테크가 개발한 SW형 서비스(SaaS)인 제트컨버터를 사용한다. 최주열 한국MS 오픈소스 총괄 이사는 ""이번 프로모션을 통해 많은 기업들이 MS 애저의 안전성과 확장성, 사업 지속가능성의 장점을 적극 활용해 디지털 트랜스포메이션을 앞당길 수 있기를 바란다""고 말했다. 허우영기자 yenny@디지털타임스 홈페이지 바로가기/SNS 바로가기확바뀐 디지털타임스 연예·스포츠 섹션 바로가기&lt; Copyrights ⓒ 디지털타임스 &amp; dt.co.kr, 무단 전재 및 재배포 금지 &gt;허우영 yenny@",0,0,0.8,0,0.8
"보령시, 지방세 체납자 가상화폐 압류…1700만 원 징수","보령시가 지방세 체납자들의 가상화폐를 압류하고, 세금 1700여만 원을 징수했다. / 보령시제공[더팩트 | 보령=이병렬기자] 충남 보령시는 국내 가상화폐 거래소 2곳에서 세금체납자 13명이 보유한 가상화폐를 확인하고 압류해 체납액 1700여만원을 징수했다고 27일 밝혔다.또 2곳 거래소의 추가 조회 결과에 따라 즉시 압류하고, 세금납부를 거부하면 가상화폐를 현재 거래가로 매각해 체납 세금을 충당할 방침이다.최근 암호화폐거래소 등 가상자산사업자도 기존 금융회사 등이 준수하는 고객 본인 확인의무, 의심 거래 보고 등 의무를 이행하도록 특정금융정보법이 개정되면서 체납자에 대한 가상자산 압류의 법적, 제도적 기반이 마련된 데 따른 조치다.시는 2곳의 가상화폐거래소로부터 13명이 4100여만원 상당의 가상화폐를 보유하고 있는 사실을 확인하고, 소액 보유자를 제외한 체납자 6명의 3200만원 상당 관련 계좌 및 가상화폐를 압류했다. 이 중 4명의 체납세금 1700여만원을 징수했다.시 관계자는 ""성실하게 세금을 납부하는 시민들이 상대적 박탈감을 느끼지 않도록 조세정의 차원에서 끝까지 추적해 빈틈없는 체납세금 징수활동을 펼쳐나가겠다""고 밝혔다.thefactcc@tf.co.kr - BTS 공연 비하인드 사진 얻는 방법? [팬버십 가입하기▶]   - 내 아이돌 순위는 내가 정한다! [팬앤스타 투표하기] 저작권자 ⓒ 특종에 강한 더팩트 &amp; tf.co.kr 무단 전재 및 재배포 금지",0,0,0.5,0.8,0.8
"""루나 폭락 수십억 손실"" 권도형 대표 찾아간 인터넷방송 BJ 약식기소","[연합뉴스TV 제공] [파이낸셜뉴스] 암호화폐 루나·테라의 폭락으로 수십억원의 손해를 봤다며 권도형 테라폼랩스 대표의 거주지를 찾아간 인터넷방송 BJ가 약식기소됐다.   27일 법조계에 따르면 서울동부지검은 지난 23일 인터넷방송 BJ A씨를 벌금 100만원에 약식기소했다.   A씨는 지난 5월 권 대표가 거주하는 아파트 공용현관으로 침입해 자택 초인종을 누른 혐의를 받는다.   A씨는 인터넷 방송에서 ""루나 20억을 매수했다""며 ""권도형을 찾아간 것이 맞다""고 밝힌 바 있다. 그는 권 대표가 공식 사죄하고 보상 계획을 밝혀야 한다고 주장하기도 했다.",0.5,-1,-1,0,0
시중은행 덮친 SVB 사태… 찰스슈왑 -11% [3분 미국주식],"2023년 3월 14일 마감 뉴욕증시 다시보기미국 시중은행 찰스슈왑 간판이 13일(현지시간) 캘리포니아주 토런스지점 앞에 설치돼 있다. AFP연합뉴스미국 뉴욕증시의 은행주들이 실리콘밸리은행(SVB) 파산 사태 여파로 일제히 하락했다. 찰스슈왑은 11%나 급락했다. 하지만 뉴욕증시는 미국 정부의 사태 수습, 연방준비제도(연준)의 긴축 기조 후퇴 가능성에 대한 기대감을 ‘방패막이’로 삼아 폭락 사태만은 면했다. 우려됐던 ‘블랙 먼데이’(월요일 폭락장)는 찾아오지 않았다.1. 찰스슈왑 [SCHW]미국 내 자산 10위권 금융기관으로 평가되는 증권중개업체 찰스슈왑은 14일(한국시간) 마감된 뉴욕증권거래소에서 51.91달러까지 11.57%(6.79달러) 하락했다. 찰스슈왑의 주가를 끌어내린 건 SVB 파산을 불러온 유동성 위기다.SVB는 미국 캘리포니아주에서 실리콘밸리 스타트업들과 거래하며 초우량 안전자산인 미국 장기국채에 투자했다. 하지만 2021년 하반기부터 시작된 인플레이션과 지난해 3월부터 기준금리를 높여온 연준의 고강도 긴축으로 SVB의 재무는 악화됐다.SVB는 결국 ‘뱅크런’(대규모 예금 인출)에 휘말렸고, 미국 국채 위주의 매도가능증권(AFS)을 팔아 18억 달러 규모의 손실을 봤다. 캘리포니아주 금융보호혁신국은 지난 10일 SVB를 폐쇄하고 자국 연방예금보험공사(FDIC)를 파산 관재인으로 임명했다.이로 인해 SVB 지주사 SVB파이낸셜그룹은 지난 10일 마감된 나스닥거래소에서 106.04달러까지 60.41%(161.79달러)나 폭락했다. 나스닥거래소는 그 이튿날인 지난 11일부터 SVB파이낸셜그룹의 거래를 중단했다.SVB 파산 사태는 미국 중소형 은행의 줄도산을 일으켜 자산 규모 상위권 은행에까지 악영향을 미칠 것이라는 우려를 키웠다. 특히 예금 고객을 상대하는 시중은행이 직격탄을 맞았다. 금융주에서 찰스슈왑 외에도 뱅크오브아메리카(-5.81%), 씨티그룹(-7.45%), 웰스파고(-7.13%)의 낙폭이 유독 컸던 이유는 여기에 있다.찰스슈왑만 해도 대형 금융기관에 속한다. 미국 연방금융기관검사위원회(FFIEC)는 지난해 9월 말까지 찰스슈왑의 자산 규모를 5770억 달러(약 754조원)로 집계했다. 미국 내 8위에 해당한다. 뱅크오브아메리카, 씨티그룹, 웰스파고도 같은 기준에서 미국 내 2~4위 은행으로 꼽힌다.찰스슈왑은 “현금 흐름이 1000억 달러에 달해 충분한 유동성을 확보하고 있다”며 우려를 잠재우고 나섰다. 찰스슈왑 최고경영자(CEO) 피터 크로포드는 “회사가 이례적으로 좋은 성과를 내고 있다”며 “1분기 영업수익이 전년 동기 대비 10%가량 증가할 것”이라고 주장했다.2. 코인베이스글로벌 [COIN]미국 암호화폐 거래소 코인베이스글로벌 주가는 은행주들과 반대 곡선을 그렸다. 이날 나스닥거래소에서 10.72%(5.73달러) 급등한 59.17달러에 마감됐다. 코인베이스의 주가는 암호화폐 시장의 흐름에 따라 등락한다.암호화폐 시장은 SVB 사태를 계기로 연준의 고강도 긴축에 제동이 걸릴 것이라는 월스트리트 금융가 일각의 전망과 시장의 기대에 따라 지난 13일부터 급등하기 시작했다. 연준은 미국 동부시간으로 오는 21일부터 이틀간 연방공개시장위원회(FOMCE) 3월 정례회의를 열고 기준금리를 결정한다.시장은 당초 연준의 ‘빅스텝’(0.5% 포인트 금리 인상) 가능성에 무게를 실었다. 하지만 SVB 파산을 계기로 ‘금리동결론’까지 거론되고 있다.미국 시카고상품거래소(CME) 페드워치의 차기 금리 인상률 전망에서 한국시간으로 이날 오후 2시10분 현재 ‘빅스텝’을 택한 비율은 ‘제로’(0%)가 됐다. 한때 70%를 넘던 ‘빅스텝’ 전망이 완전히 사라졌다. ‘베이비 스텝’(0.25% 금리 인상)을 예상한 비율은 75.3%, 금리동결 전망은24.7%로 상승했다.투자 심리와 유동성으로 가치를 결정하는 암호화폐 시장은 급등세를 나타내고 있다. ‘대장화폐’ 비트코인은 같은 시간 미국 암호화폐 시가총액 정보 사이트 코인마켓캡에서 24시간 전보다 9.23%, 1주 전보다 9.26% 상승한 2만4554달러(약 3209만원)를 가리켰다. 같은 시간 국내 거래소 빗썸에서는 3230만원에 거래되고 있다.3. 마이크로소프트 [MSFT]연준의 긴축 기조 후퇴 가능성은 정보기술(IT) 기업의 주가도 상승으로 견인했다. 이로 인해 뉴욕증시 주요 3대 지수에서 기술주 위주의 나스닥지수만 1민1188.84로 0.45%(49.95포인트) 소폭 상승했다. 나스닥 시총 상위권 기업 주가도 일제히 올라갔다.미국 하드‧소프트웨어 기업 마이크로소프트는 연초 상승장을 주도한 대화형 인공지능(AI) ‘챗GPT’ 관련주로서 강세를 이어갔다. 이날 나스닥거래소에서 2.14%(5.33달러) 오른 253.92달러 거래를 마쳤다.로이터통신은 지난 13일 “인도계 SNS 플랫폼 ‘쿠(KOO)’가 챗GPT를 장착한다”고 보도했다. 챗GPT는 마이크로소프트로부터 100억 달러(약 13조원)의 투자를 받은 미국 비상장 스타트업 오픈AI에서 개발됐다. 최근 플랫폼과 결합하며 활용 영역을 넓혀가고 있다.하루 3분이면 충분한 월스트리트 산책. [3분 미국주식]은 서학 개미의 시선으로 뉴욕증시를 관찰합니다. 차트와 캔들이 알려주지 않는 상승과 하락의 원인을 추적하고, 하룻밤 사이에 주목을 받은 종목들을 소개합니다.",-1,0,-1,-0.5,-1
마약·무기 거래 다크웹 '가짜 코로나 백신' 주의보,"[머니투데이 윤세미 기자] 사진=AFP온라인 암거래 시장에서 당국의 승인을 받지 않은 가짜 코로나19(COVID-19) 백신이 거래되고 있는 것으로 알려졌다.도이체벨레에 따르면 유럽연합(EU) 경찰기구인 유로폴은 4일(현지시간) 가짜 코로나19 백신이 불법적으로 온라인에서 판매되고 있다는 경고를 발표했다. 유로폴은 위조된 백신이나 수송 및 보관 과정에서 엄격한 규정을 지키지 못해 폐기된 백신, 당국의 허가를 받지 않은 불법 치료제 등이 사기꾼들의 범죄행위에 이용되고 있다고 밝혔다. 이같은 약물은 건강을 지켜주기는커녕 자칫 목숨을 위협할 수도 있다는 지적이다. 마약이나 무기 등 불법거래가 이뤄지는 다크웹이 가짜 백신 거래의 주무대로 알려졌다. 프랑스 일간 파리지앵도 5일 다크웹에서 코로나19 백신을 팔겠다는 사람은 사기꾼일 가능성이 다분하다고 경고했다.이스라엘 보안업체 체크포인트에 따르면 이미 지난해 11월부터 이미 다크웹에서 코로나19 백신을 거래하는 사이트가 1000개 넘게 등장했으며 10여곳에서 백신 거래가 확인됐다. 지난해 11월은 주요 제약사들의 3상 임상결과가 갓 나오기 시작했을 때였다. 백신 가격은 최소 250달러(약 27만원)에서 최대 1000달러 수준이며 결제는 가상화폐 비트코인으로만 가능했다고 한다.앞서 세계보건기구(WHO)는 가짜 백신은 안전하고 효과적인 코로나19 백신과 보건 당국에 대한 신뢰까지 잃게 할 수 있다면서 엄격한 단속을 촉구했다.윤세미 기자 spring3@mt.co.kr▶부동산 투자는 [부릿지]▶조 변호사의 가정상담소▶줄리아 투자노트 &lt;저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지&gt;",0,0,-1,-1,-1
"이준행 고팍스 대표 ""1분기 중 원화마켓 전환 완료할 것""","고팍스, 지난 15일 전북은행 실명계좌 확보이준행 대표 ""1분기 내 가시적 성과 낼 것…전북은행과 협조 중""한국블록체인협회 등 ""5대 거래소 탄생 환영""이준행 스트리미 대표의 2018년 기자간담회 모습. [사진= 한경DB]지난 15일 전북은행으로부터 실명확인 입출금 계정(실명계좌)을 확보한 고팍스가 1분기 중으로 원화마켓 전환을 완료하겠다는 계획을 밝혔다.이준행 스트리미(고팍스 운영사) 대표는 17일 블루밍비트와의 통화에서 ""원화마켓 전환과 관련해 대략 1분기 내 가시적인 성과를 내려 한다""며 ""전북은행과 최대한 협조하며 진행 중""이라고 말했다.특정금융정보법(특금법)에 따르면 국내 가상자산(암호화폐) 거래소는 시중 은행으로부터 실명계좌를 받아야만 원화마켓 운영이 가능하다. 이에 현재 실명계좌를 확보한 국내 4대 거래소(업비트·빗썸·코인원·코빗)만 원화마켓을 운영 중이다.반면 고팍스를 비롯한 나머지 21개 거래소는 시중 은행으로부터 실명계좌를 받지 못해 원화마켓은 닫은 채 코인마켓만 운영해왔다. 국내 투자자들은 원화마켓에 익숙한 만큼 이들 거래소의 거래량은 90% 급감했다. 거래소의 주요 수입원인 거래 수수료가 급감함에 따라 원화마켓으로 전환하지 않는다면 사업을 오래 영위하지 못할 것이라는 지적도 꾸준히 제기됐다.하지만 고팍스가 이번에 중소 거래소 중 최초로 실명계좌를 확보하면서 본격 다른 거래소들의 선례가 될 것으로 보인다. 고팍스 관계자는 ""최근 메타버스나 대체불가토큰(NFT) 등이 부상하며 가상자산 시장에 좋은 영향을 주고 있고, 비트코인 등 가상자산에 대한 금융권의 내부 보고서들도 앞다퉈 나오는 상황""이라며 ""이런 분위기가 계속된다면 기존에 실명계좌 확보를 위해 열심히 준비해 온 나머지 중소 거래소들도 좋은 기회를 얻을 수 있을 것""이라고 전했다.그는 이어 ""회사의 목표는 1분기 내 원화마켓 변경 신고서를 제출하고 결과를 내는 것""이라며 ""앞서 엎어진 경험이 있다 보니 더욱 꼼꼼하게 준비하고 있다""고 덧붙였다. 고팍스는 앞서 지난해 9월 전북은행과의 제휴가 성사 직전에서 무산된 바 있다. 당시 양사는 각 실무진의 검토를 완료하고 기술적 연동 등을 마쳤으나 가상자산에 우호적이지 않은 당국의 분위기에 최종 합의를 도출하지 못한 것으로 전해졌다.업계 역시 이번 5대 거래소의 탄생을 환영하는 분위기다. 한국블록체인협회는 전날 고팍스에 대해 ""특금법 시행 이후 은행으로부터 실명계좌를 추가로 발급받은 첫 사례""라며 ""추가 발급을 매우 환영하고 축하한다""고 밝혔다. 이어 ""실명계좌 발급이 막혀 코인마켓으로 전환할 수밖에 없었던 다른 거래소에도 좋은 선례가 되길 바란다""며 ""가상자산과 블록체인 산업의 발전 등을 위해 노력하고 있는 여타 거래소에도 공정한 기회가 제공돼야 할 것""이라고 당부했다.한국디지털자산사업자연합회도 17일 공식 자료를 통해 ""고팍스의 은행 실명계좌 발급을 적극적으로 환영한다""며 ""이를 계기로 아직도 실명계좌를 발급받지 못한 21개의 코인마켓 거래소들에 대해서도 조속한 기간 내에 실명계좌가 발급돼야 한다""고 강조했다.연합회에 따르면 현재 금융위원회 금융정보분석원(FIU)에서 특금법에 의해 가상자산사업자(VASP) 신고 수리를 마친 26개의 거래소 가운데 은행 실명계좌를 발급받은 거래소는 19.2%(5개)에 불과하다. 한편 고팍스는 지난해 코인베이스 등 전 세계 200여 개 가상자산 회사를 포트폴리오사로 보유한 디지털커런시그룹(DCG)으로부터 대규모 투자를 유치하기도 했다. DCG는 해당 투자로 고팍스의 2대 주주가 됐다.&lt;블록체인·가상자산(코인) 투자 정보 플랫폼(앱) '블루밍비트'에서 더 많은 소식을 받아보실 수 있습니다&gt;",0,0,0.8,0.8,0.8
경제교류 확대 위한 ‘크립토 연합’ 탄생,"9월 14일 NKcoin 등 코인연합 출범식 개최(사진 설명) 왼쪽 부터정태헌 우리경제교류협회 회장, 박항준 콤마코인랩스 대표, 김태성 모헤닉 대표, 박성재 얍컴퍼니 대표제3세계 국가들과의 무역거래를 돕는 NK코인을 비롯한 이른바 ‘크립토 연합(United Cryptos)’이 탄생한다.14일 우리경제교류협회는 중국 선양(瀋陽)에서 하나의 생태계 속에서 시장에 함께 진입하려는 암호화폐들과 함께 ‘크립토연합’의 출범식을 열었다.이번 출범식에는 NK코인 외에 순수 토종 블록체인 메인넷을 준비 중인 '얍체인'과 88개국 언어를 활용한 SNS서비스를 제공하는 '콤마코인', 세계 최초 실물자산형 코인으로 전기차 플랫폼 공급을 위한 '모헤닉코인' 등이 참석했다.크립토연합을 주도하는 액셀러레이터 하이퍼텍스트메이커스의 박항준 대표이사는 “무한한 잠재력을 갖고 있는 암호화폐는 보험, 거래, 무역, 건강, 지역화폐 등 다양한 분야에서 유용하게 사용될 수 있으며, 북한이나 제3세계로 확장하기 위해 철학을 공유하는 10여개 코인들이 추가로 합류할 것이다.”라고 크립토연합의 필요성을 강조했다.최근까지 암호화폐는 이같은 유용성에도 불구하고 시장 확대와 현실성이 부족하다는 지적을 받았고, 코인별로 독자 사업을 수행하며, 코인 상호간 경쟁관계만 남아 시장에 진입할 때 불협화음이 이어졌다.따라서 특정 투자자들만이 코인을 거래하거나, 신규 투자금이 유입되지 않고 코인간 이동만 하는 부작용을 낳았다.크립토연합은 사전에 코인의 옥석을 가리고, 코인이 시장에 런칭하고 확대되기 위해 코인들간 상호 협력할 계획이다. 제3세계 국가로 진출할 경우에도 크립토연합은 해외진출, Meet-up, ICO 등 암호화폐를 알리는 공동마케팅을 수행할 예정이다.암호화폐 전도사로 알려진 로저버 비트코인닷컴 대표는 이와 유사한 개념의 ‘동북아 크립토연대’에 대해 매우 환상적이라고 표현한 바 있다. 크립토연합은 향후 크립토경제 규모를 확대하는 데 크게 이바지 하기를 기대한다고 밝혔다.    김종윤 기자(kjyyoung@sbs.co.kr) ☞ 의견 있는 경제채널 SBSCNBC [홈페이지] [뉴스스탠드]☞ 공식 SNS [페이스북] 저작권자 SBS플러스 &amp; SBS I&amp;M 무단전재-재배포 금지",0,0,0.8,0.8,0.8
암호화폐 거래소가 1억원 보이스피싱 막았다,"캐셔레스트, 전주덕진경찰서로부터 표창장 받아 1억원에 달하는 보이스피싱 사기를 암호화폐 거래소가 막아내 화제다.  암호화폐 거래소 캐셔레스트는 9일, 전주 덕진경찰서 및 신한은행 강남구청역 지점과 공조 수사로 암호화폐 보이스피싱 사기를 막았다고 밝혔다.  캐셔레스트와 전주 덕진경찰서에 따르면, 피의자는 시골 노인에게 ""자신들에게 투자하면 비트코인으로 매달 큰 금액의 이자를 지급하겠다""고 속여 현금 1억원을 캐셔레스트에 등록돼 있는 피의자 자신의 계좌로 이체하게 했다.         암호화폐 거래소 캐셔레스트를 운영하는 뉴링크의 박원준 대표(왼쪽)가 지난 7일 전주 덕진경찰서 이후신 서장으로부터 표창장을 받고 기념촬영을 하고 있다.   피의자는 캐셔레스트의 최초 출금 해제 기준인 72시간을 피해가기 위해 1만원을 미리 입금하는 치밀함도 보였다. 또 피의자는 피해자의 현금이 입금되자 이를 특정 암호화폐로 교환하고 즉시 출금을 신청했다.  이 상황에서 캐셔레스트는 이상금융거래감지시스템을 통해 금융사기 의도가 있는 것으로 판단했다. 피의자의 항의 전화와 문의에도 불구하고 4~5일 동안 출금을 지연시켰다. 그동안 해당 이용자 및 계좌, 패턴을 지속적으로 모니터링 한 점이 보이스피싱 사기를 막는 데 결정적인 역할을 했다.  캐셔레스트 관계자는 ""빅데이터에 기반해 평상시의 암호화폐 거래 패턴과 달라 이상금융거래로 판단했다""고 설명했다.  출금을 지연시키던 과정에 전주 덕진경찰서에는 '암호화폐 재정거래를 도와주면 수익을 준다'는 보이스피싱 신고가 접수됐다. 이에 따라 전주 덕진경찰서와 신한은행 강남구청역 지점, 캐셔레스트가 긴밀히 공조, 계좌추적 등을 통해 보이스피싱 사기라는 게 밝혀졌다.  캐셔레스트는 피의자와의 통화 녹취 및 1대1 문의 내용 등을 증거자료로 제출했다. 피해자는 캐셔레스트의 출금 지연 덕분에 원금을 돌려받을 수 있었다.  박원준 캐셔레스트 대표는 ""고객들의 돈은 우리의 자산처럼 매우 소중하다는 철학으로 투명하고 철저하게 관리하고 있다""며 ""캐셔레스트는 앞으로도 이상금융거래감지시스템은 물론 다양한 툴 및 인력을 활용해 고객들의 돈을 보호하는 데 앞장 서 나갈 것""이라고 밝혔다.  한편 캐셔레스트는 보이스피싱 사기를 예방하는 데 도움을 준 공로를 인정받아 지난 7일 전주 덕진경찰서에서 표창장을 받았다. 현재 전주 덕진경찰서는 보이스피싱 사기범을 검거하기 위해서 추적 중이다.   jjoony@fnnews.com 허준 기자   ▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지",1,0,0.8,0.8,0.8
中10억명 개인 정보 털렸다...역사상 최대 해킹에 중국선 ‘쉬쉬’,"[서울신문 나우뉴스]중국 역사상 가장 큰 규모의 개인 정보 유출 사건이 발생했다. 이번 사건으로 유출된 개인 정보는 약 10억 명의 중국인 신분증과 전화번호, 이름, 성, 출생지 등 광범위한 정보가 포함된 것으로 알려졌다. 미국 매체 자유아시아방송은 지난 3일 상하이 공안국 데이터베이스 시스템에 저장돼 있었던 중국인 10억 명의 정보가 외부 해커들의 침입으로 유출되는 초유의 사태가 발생했다고 5일 보도했다. 최근 이 분야에 정통한 창 모 씨는 이 매체와의 인터뷰를 통해 “상하이시 공안이 관리했던 데이터베이스 저장소인 클라우드에 중대한 기밀 유출 사고가 있었다”면서 “이날 유출된 개인 정보를 담은 데이터베이스의 크기가 무려 23.88TB에 달한다”고 폭로했다. 이번 사건은 중국 설립 70년 만에 발생한 최대 규모의 개인 정보 유출 사건이라는게 이 매체의 분석이다. 특히 국제 해커들의 손에 넘어간 10억 명의 중국인 개인 정보에는 온라인 상점에서 물건을 구매한 내역과 여행, 숙박업소 이용 내역, 개인이 가진 정치적 입장, 은행 신용 거래 내역, 개인 사진 등 다수가 포함돼 있을 것이라고 짐작했다. 사실상 중국의 모든 성인들의 중요 정보들은 거의 다 털렸다는 분석인 셈이다. 다만, 상하이 공안당국은 이 사건에 대해 아직까지 정확한 공식 입장을 표명하지 않은 상태다. 오히려 지난 3일부터 중국판 트위터로 불리는 웨이보 등을 통해 이와 관련한 의혹이 무수히 쏟아졌지만 대부분의 내용은 이미 차단된 상태로 알려졌다. 소셜미디어에 유통중인 중국인들의 해킹정보이 매체는 해커로 추정되는 한 인물이 텔레그램 등 소셜미디어를 통해 비트코인 20만 달러(약 2억 6천만 원)에 10억 명의 중국인 개인 정보를 판매하려 한 시도도 있었다고 전했다. 사건을 이 매체에 제보한 창 씨는 “국제 해커들 사이에서는 이미 중국인의 인구 구조와 생활습관, 범죄 여부 등에 대한 매우 개인적인 정보들이 거래되고 있을 것”이라면서 “이 정보들이 향후 보이스 피싱 등 각종 흉악 범죄에 악용될 가능성이 매우 커졌다”고 우려했다. 하지만 중국의 일부 누리꾼들은 “개인 정보 유출에 대해 민감하게 반응하는 것이 우습다”면서 “다른 사람이 내 정보를 확인해도 무방하다. 이미 하루에도 몇 차례씩 쓸데도 없는 보이스피싱 전화를 받고 있는데, 이보다 몇 차례 더 피싱 전화나 문자를 받을 가능성이 높아진 것은 큰 상황이 없다”, “10억 명의 중국인 개인 정보 거래가격으로 국제 해커들이 요구한 20만 달러는 지나치게 적은 금액이다. 충분히 그 이상의 가격을 불러도 좋을 것 같다”는 등의 반응을 이어가고 있다.",0,0,-1,-1,-1
"카이버 네트워크, 3월 1일부터 에어드롭 예정","최소 2 KNC부터 최대 45 KNC까지 보상1일 오후 4시 전까지 등록 완료해야사진=카이버 네트워크[서울경제 디센터] 싱가포르 기반 암호화폐(가상화폐) 카이버 네트워크(KNC)가 다음달 1일부터 15일까지 에어드롭을 진행한다.이번 에어드롭으로 투자자들은 최소 2KNC부터 최대 45KNC까지 받을 수 있다. 카이버 네트워크는 26일(현지시간) 공식 홈페이지를 통해 “더 많은 사용자에게 카이버 네트워크 거래 시스템을 알리기 위해” 에어드롭을 진행한다고 밝혔다. 에어드롭은 본래 공중에서 물건이 떨어진다는 의미로 암호화폐를 무료로 배분하는 이벤트를 말한다. 투자자 입장에서는 무료로 암호화폐를 얻을 수 있어 큰 관심을 가지기 때문에 별도의 마케팅 없이 해당 암호화폐를 홍보하는 데 효과적이다.카이버 네트워크 에어드롭을 받으려면 먼저 3월 1일 오후 3시(한국 시간 오후 4시)까지 카이버 네트워크의 화이트리스트에 이메일 주소와 이더 거래 주소를 제출해야 한다. 3월 1일 오후 3시(한국 시간 오후 4시)부터 3월 15일 오후 3시(한국 시간 오후 4시) 사이에 카이버 네트워크 시스템에서 거래를 완료한 모든 이용자는 2KNC를 받는다. 같은 기간 내 거래 한도를 늘리기 위해 고객신원확인 프로그램에 개인 정보를 제출한 이용자는 3KNC를 추가로 수령한다. 카이버 네트워크는 거래를 장려하기 위해 에어드롭 보상 조건을 추가했다. 에어드롭 기간 동안 카이버 네트워크에서 누적 거래량 10이더를 달성한 이용자는 20KNC를 보상으로 받는다. 여기에 누적 거래량 10이더를 추가로 거래한 고객은 또 다시 20KNC를 받아 총 45KNC의 보상을 받는다. 보상 배분은 오는 4월까지 완료될 예정이다.카이버 네트워크는 암호화폐 입출금 플랫폼으로 기존 거래소가 해킹에 취약하다는 문제점을 이더리움 기반 스마트 컨트랙트로 해결하겠다는 목표를 지니고 있다. 28일 오후 3시 20분 현재 코인마켓캡 기준 시가총액 74위인 카이버 네트워크 가격은 1.97달러(약 2,135원)으로 투자자들은 이번 에어드롭을 통해 4,279원(2KNC)부터 최대 9만6,075원(45KNC)을 받을 수 있다./황보수현 인턴기자 soohyeonhb@decenter.kr[서울경제 바로가기]이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]블록체인의 모든 것, 서울경제 Decenter [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지",0,0,0.8,0.8,0.8
